"Date","Region","Canton","Scaled Value","Scaled Number of Transactions"
"2019-01-01","9999","9999",0.00958857429004186,0.0185915175096747
"2019-01-01","Central","LU",0.668984930472038,1.03677449746822
"2019-01-01","Central","NW",0.173352220513579,0.0861939458949453
"2019-01-01","Central","OW",0.352055183070341,0.299061723158369
"2019-01-01","Central","SZ",0.353352705865276,0.397593367144744
"2019-01-01","Central","UR",0.193901597829556,0.153422504641082
"2019-01-01","Central","ZG",0.119265033107984,0.190299646319321
"2019-01-01","Eastern","AI",0.0311723138443533,0.0215144983247241
"2019-01-01","Eastern","AR",0.08489272276612,0.0633199216097331
"2019-01-01","Eastern","GL",0.102727087175497,0.140778913208542
"2019-01-01","Eastern","GR",3.56972420757221,2.53626365558857
"2019-01-01","Eastern","SG",0.642908108477569,0.88549324621491
"2019-01-01","Eastern","SH",0.0715364424347962,0.141900522125945
"2019-01-01","Eastern","TG",0.181292803754143,0.241247881688613
"2019-01-01","Espace Mittelland","BE",2.56131789581814,2.70426707615589
"2019-01-01","Espace Mittelland","FR",0.295585300253327,0.47746551732342
"2019-01-01","Espace Mittelland","JU",0.0486593623964441,0.0799061383276879
"2019-01-01","Espace Mittelland","NE",0.149608693320098,0.245666341060199
"2019-01-01","Espace Mittelland","SO",0.192683644674203,0.321323960761362
"2019-01-01","Lake Geneva","GE",1.08695451588485,1.61922940709034
"2019-01-01","Lake Geneva","VD",1.34515084959044,1.941403071577
"2019-01-01","Lake Geneva","VS",2.86506397328142,2.7441351749472
"2019-01-01","Northwestern","AG",0.54864550947061,0.959621399210523
"2019-01-01","Northwestern","BL",0.214727199549648,0.392699073686987
"2019-01-01","Northwestern","BS",0.344037317146715,0.692032702037454
"2019-01-01","Ticino","TI",0.613250429488672,0.697912651816565
"2019-01-01","Zurich","ZH",2.50935137499756,4.67993020193719
"2019-01-02","9999","9999",0.011205523037588,0.0234518228184197
"2019-01-02","Central","LU",2.88673203652534,3.07079527510348
"2019-01-02","Central","NW",0.298087923821259,0.2712934054154
"2019-01-02","Central","OW",0.373073731082665,0.279722466370426
"2019-01-02","Central","SZ",1.09485122402123,1.20756494625454
"2019-01-02","Central","UR",0.293712278947981,0.233838465203953
"2019-01-02","Central","ZG",0.592388526249857,0.813132476967931
"2019-01-02","Eastern","AI",0.0531737010009629,0.0498266264518887
"2019-01-02","Eastern","AR",0.120418058627908,0.14737261411691
"2019-01-02","Eastern","GL",0.161462901392736,0.218407845552413
"2019-01-02","Eastern","GR",5.03014218874121,3.42257261737977
"2019-01-02","Eastern","SG",3.40699712439105,3.77737490491815
"2019-01-02","Eastern","SH",0.240682953825365,0.390387879554157
"2019-01-02","Eastern","TG",0.194211582254481,0.359594616549102
"2019-01-02","Espace Mittelland","BE",2.94160102236668,3.45013700622867
"2019-01-02","Espace Mittelland","FR",1.43035215484582,1.90214675946791
"2019-01-02","Espace Mittelland","JU",0.05767171371211,0.111277199865951
"2019-01-02","Espace Mittelland","NE",0.785492320864057,1.15610688865007
"2019-01-02","Espace Mittelland","SO",0.757048095521882,1.09880286941549
"2019-01-02","Lake Geneva","GE",4.04549539329616,5.26479827013917
"2019-01-02","Lake Geneva","VD",1.62447178891695,2.53398644960475
"2019-01-02","Lake Geneva","VS",5.17575492287852,4.99843314633054
"2019-01-02","Northwestern","AG",1.79383292569443,2.6892783024415
"2019-01-02","Northwestern","BL",1.34293648827653,1.72381094160088
"2019-01-02","Northwestern","BS",1.51536656406208,2.32264813904688
"2019-01-02","Ticino","TI",2.42775377280568,2.51977940331765
"2019-01-02","Zurich","ZH",7.09462049203815,10.9545163792289
"2019-01-03","9999","9999",0.0124454294091181,0.0295357014916039
"2019-01-03","Central","LU",2.98346660448442,3.69352614130505
"2019-01-03","Central","NW",0.305526672830667,0.331350464719961
"2019-01-03","Central","OW",0.406766756597968,0.444802906122693
"2019-01-03","Central","SZ",1.00268070855881,1.18853158280771
"2019-01-03","Central","UR",0.26341225104672,0.255420939826701
"2019-01-03","Central","ZG",0.893198120214159,1.23917392483589
"2019-01-03","Eastern","AI",0.0607830279881537,0.0573380073835855
"2019-01-03","Eastern","AR",0.148324367517406,0.170858425084342
"2019-01-03","Eastern","GL",0.215663308810124,0.291244448885563
"2019-01-03","Eastern","GR",4.5536387422527,3.56301164909819
"2019-01-03","Eastern","SG",3.24119428049248,3.85398419279166
"2019-01-03","Eastern","SH",0.384414771958108,0.582047051833967
"2019-01-03","Eastern","TG",1.22980877319362,1.62072488564687
"2019-01-03","Espace Mittelland","BE",8.08708014576857,9.79586037940291
"2019-01-03","Espace Mittelland","FR",1.60020717633093,2.11739370716219
"2019-01-03","Espace Mittelland","JU",0.367909544384729,0.463972222165575
"2019-01-03","Espace Mittelland","NE",0.921421728656627,1.35130082842714
"2019-01-03","Espace Mittelland","SO",1.19374996164747,1.69359547712903
"2019-01-03","Lake Geneva","GE",4.61498981264645,5.81798938346178
"2019-01-03","Lake Geneva","VD",6.74767052429892,8.473075607997
"2019-01-03","Lake Geneva","VS",4.66192561261172,4.60264115108344
"2019-01-03","Northwestern","AG",3.80002682631325,4.8476277291634
"2019-01-03","Northwestern","BL",1.2496455207605,1.67184306176123
"2019-01-03","Northwestern","BS",1.41595395435478,2.30483834896448
"2019-01-03","Ticino","TI",2.40347474926077,2.50169770804316
"2019-01-03","Zurich","ZH",11.0272467451469,17.0439691088511
"2019-01-04","9999","9999",0.0161525741788738,0.0315410022833238
"2019-01-04","Central","LU",3.42293244161661,4.14499072463413
"2019-01-04","Central","NW",0.376179633417082,0.381313043767899
"2019-01-04","Central","OW",0.403920737110209,0.413975654968626
"2019-01-04","Central","SZ",1.20946755591316,1.3734611015831
"2019-01-04","Central","UR",0.307710058415018,0.268914234984546
"2019-01-04","Central","ZG",1.09563994598287,1.40031173930274
"2019-01-04","Eastern","AI",0.0723531365375659,0.0676024283852706
"2019-01-04","Eastern","AR",0.184021538399858,0.211202357961826
"2019-01-04","Eastern","GL",0.226707299879449,0.303514170678968
"2019-01-04","Eastern","GR",4.80196459903306,3.46719905703279
"2019-01-04","Eastern","SG",3.62403489798531,4.27754450578172
"2019-01-04","Eastern","SH",0.419788722263177,0.633131239799307
"2019-01-04","Eastern","TG",1.30725770703074,1.69859173503383
"2019-01-04","Espace Mittelland","BE",8.1496558422182,9.83345127221041
"2019-01-04","Espace Mittelland","FR",1.82356863141046,2.33739899571817
"2019-01-04","Espace Mittelland","JU",0.356926102838866,0.450852796646865
"2019-01-04","Espace Mittelland","NE",1.01170019094951,1.44289889001503
"2019-01-04","Espace Mittelland","SO",1.27377928340622,1.75953248621271
"2019-01-04","Lake Geneva","GE",4.80192534483418,6.12160551858778
"2019-01-04","Lake Geneva","VD",6.81612710202583,8.61433035529172
"2019-01-04","Lake Geneva","VS",5.04745257773423,4.73716624487374
"2019-01-04","Northwestern","AG",4.13701508949184,5.22965452406055
"2019-01-04","Northwestern","BL",1.53251115653948,1.95856708682816
"2019-01-04","Northwestern","BS",1.58825454297549,2.50727176448116
"2019-01-04","Ticino","TI",2.40293616316843,2.51797803142
"2019-01-04","Zurich","ZH",12.2406491311482,18.5907017940984
"2019-01-05","9999","9999",0.0160527469603969,0.0275643888488962
"2019-01-05","Central","LU",3.38577584003291,4.03306774993695
"2019-01-05","Central","NW",0.389643620002015,0.398986881254244
"2019-01-05","Central","OW",0.363045908416077,0.319250683671617
"2019-01-05","Central","SZ",1.25146705813201,1.36737722290992
"2019-01-05","Central","UR",0.249995855870314,0.244782649185882
"2019-01-05","Central","ZG",1.18875255438652,1.41890325681241
"2019-01-05","Eastern","AI",0.0706203518759076,0.0661069498287337
"2019-01-05","Eastern","AR",0.189995178476926,0.200428114724958
"2019-01-05","Eastern","GL",0.227464724997767,0.289409088838904
"2019-01-05","Eastern","GR",4.17328549542431,2.79698674666117
"2019-01-05","Eastern","SG",3.71997346801492,4.20943225516127
"2019-01-05","Eastern","SH",0.482416192432228,0.684623285552794
"2019-01-05","Eastern","TG",1.47601528700421,1.87026587569446
"2019-01-05","Espace Mittelland","BE",8.0632912632148,9.78930066664356
"2019-01-05","Espace Mittelland","FR",1.74862564975949,2.26361072421268
"2019-01-05","Espace Mittelland","JU",0.375293672727131,0.469172408964442
"2019-01-05","Espace Mittelland","NE",1.2342614148804,1.64380283882616
"2019-01-05","Espace Mittelland","SO",1.52786357530556,1.99778941078825
"2019-01-05","Lake Geneva","GE",5.33233164376719,6.30191264909751
"2019-01-05","Lake Geneva","VD",7.5308067356211,9.34612919167345
"2019-01-05","Lake Geneva","VS",4.77789182058918,4.36224297312013
"2019-01-05","Northwestern","AG",4.86413844511087,5.94333767701878
"2019-01-05","Northwestern","BL",1.7795581777792,2.1717407574327
"2019-01-05","Northwestern","BS",1.79401190745422,2.55645261610182
"2019-01-05","Ticino","TI",2.47460346337557,2.72000358914854
"2019-01-05","Zurich","ZH",14.0139913376118,18.9162402853373
"2019-01-06","9999","9999",0.0109677578800073,0.0234178346694075
"2019-01-06","Central","LU",0.583443103656574,1.04336819837659
"2019-01-06","Central","NW",0.0888452062789159,0.0881992466866653
"2019-01-06","Central","OW",0.171414988204728,0.139555339844103
"2019-01-06","Central","SZ",0.275416340923845,0.360478308423419
"2019-01-06","Central","UR",0.169064795771239,0.080585901307932
"2019-01-06","Central","ZG",0.14762057231267,0.305451495172663
"2019-01-06","Eastern","AI",0.0116083994070251,0.0124056743894539
"2019-01-06","Eastern","AR",0.0557211943425223,0.0556385999329754
"2019-01-06","Eastern","GL",0.0532219072248548,0.101760518142534
"2019-01-06","Eastern","GR",2.07638020851068,1.13724346594829
"2019-01-06","Eastern","SG",0.541276399070419,0.873053583676444
"2019-01-06","Eastern","SH",0.086193241317455,0.186153092139833
"2019-01-06","Eastern","TG",0.178668282270914,0.336958509306975
"2019-01-06","Espace Mittelland","BE",1.6994918378698,2.57704943440321
"2019-01-06","Espace Mittelland","FR",0.350271024123448,0.670382251116681
"2019-01-06","Espace Mittelland","JU",0.0538057703570547,0.104615522659559
"2019-01-06","Espace Mittelland","NE",0.165301416933645,0.336924521157963
"2019-01-06","Espace Mittelland","SO",0.202557062531543,0.415980955760345
"2019-01-06","Lake Geneva","GE",1.17380253948273,2.16609872469667
"2019-01-06","Lake Geneva","VD",1.24454143324356,2.28617885515678
"2019-01-06","Lake Geneva","VS",1.95343219640123,1.73009874916814
"2019-01-06","Northwestern","AG",0.645989707982947,1.31476356823903
"2019-01-06","Northwestern","BL",0.241514160703581,0.506593361026877
"2019-01-06","Northwestern","BS",0.313752083974443,0.780163972426094
"2019-01-06","Ticino","TI",0.987945702812029,1.08785868543356
"2019-01-06","Zurich","ZH",2.78842060813017,5.95044120016233
"2019-01-07","9999","9999",0.011131760857797,0.0380327387446545
"2019-01-07","Central","LU",2.06300571476365,3.22816040502997
"2019-01-07","Central","NW",0.217963736443189,0.279484549327341
"2019-01-07","Central","OW",0.157802412102383,0.216572485505754
"2019-01-07","Central","SZ",0.789264506833863,1.04183873167104
"2019-01-07","Central","UR",0.177329562930459,0.184011838752064
"2019-01-07","Central","ZG",0.819770983469271,1.37502455643766
"2019-01-07","Eastern","AI",0.0324411909424758,0.042315245520192
"2019-01-07","Eastern","AR",0.122012627312941,0.168819136143609
"2019-01-07","Eastern","GL",0.136377518125628,0.211678192047997
"2019-01-07","Eastern","GR",2.04602178098172,1.84066219790483
"2019-01-07","Eastern","SG",2.33226435085481,3.41778028836905
"2019-01-07","Eastern","SH",0.307297227519087,0.541125320423275
"2019-01-07","Eastern","TG",0.947125424296517,1.45346920435782
"2019-01-07","Espace Mittelland","BE",4.95485404112873,8.00162599304874
"2019-01-07","Espace Mittelland","FR",1.29519726168912,1.972026393837
"2019-01-07","Espace Mittelland","JU",0.253872748421308,0.382978463069497
"2019-01-07","Espace Mittelland","NE",0.752124845958891,1.32696531373441
"2019-01-07","Espace Mittelland","SO",0.855855989282821,1.47661513383513
"2019-01-07","Lake Geneva","GE",4.18589527633713,6.51559614193723
"2019-01-07","Lake Geneva","VD",4.92017016037326,7.68081185452256
"2019-01-07","Lake Geneva","VS",2.5204202484671,2.93062814857715
"2019-01-07","Northwestern","AG",2.72604686090606,4.37325513340009
"2019-01-07","Northwestern","BL",1.07137954703592,1.71490604655969
"2019-01-07","Northwestern","BS",1.30454783194427,2.4171351933008
"2019-01-07","Ticino","TI",1.83048477561101,2.12109841540452
"2019-01-07","Zurich","ZH",9.40446103841994,18.7219300374345
"2019-01-08","9999","9999",0.0116292992134354,0.0379987505956423
"2019-01-08","Central","LU",2.15594631975771,3.20171762509848
"2019-01-08","Central","NW",0.210721211435956,0.279144667837219
"2019-01-08","Central","OW",0.138623673617596,0.188260357378589
"2019-01-08","Central","SZ",0.763187167924564,0.990686567407676
"2019-01-08","Central","UR",0.151719652087968,0.17191205770372
"2019-01-08","Central","ZG",0.822066042236946,1.36163322572685
"2019-01-08","Eastern","AI",0.040153438805079,0.0450342974411682
"2019-01-08","Eastern","AR",0.131711292713646,0.169226993931756
"2019-01-08","Eastern","GL",0.133851508077673,0.200292162128909
"2019-01-08","Eastern","GR",1.64433474641531,1.61154808541358
"2019-01-08","Eastern","SG",2.36732047686004,3.40860348813576
"2019-01-08","Eastern","SH",0.319412692961907,0.540921391529202
"2019-01-08","Eastern","TG",0.959050590677597,1.45499867106337
"2019-01-08","Espace Mittelland","BE",5.03806632077572,7.91485424862059
"2019-01-08","Espace Mittelland","FR",1.25655223126541,1.90027741127224
"2019-01-08","Espace Mittelland","JU",0.247559636277893,0.372510113173739
"2019-01-08","Espace Mittelland","NE",0.775797759453817,1.29620603887836
"2019-01-08","Espace Mittelland","SO",0.870840453427194,1.4787563872229
"2019-01-08","Lake Geneva","GE",4.0563138215307,6.25300370266895
"2019-01-08","Lake Geneva","VD",4.65666675217952,7.3201975935031
"2019-01-08","Lake Geneva","VS",2.32963877987784,2.7159929875651
"2019-01-08","Northwestern","AG",2.73892190136296,4.36594768136246
"2019-01-08","Northwestern","BL",1.03123323147383,1.68275325759414
"2019-01-08","Northwestern","BS",1.20083192585975,2.40663285525603
"2019-01-08","Ticino","TI",1.73878072487413,2.09407783693982
"2019-01-08","Zurich","ZH",9.345427884611,18.3815727132264
"2019-01-09","9999","9999",0.0130238257753917,0.0393582765561304
"2019-01-09","Central","LU",2.38562490481865,3.45057885216583
"2019-01-09","Central","NW",0.236465453561807,0.285330510957439
"2019-01-09","Central","OW",0.148835874321511,0.185371364712552
"2019-01-09","Central","SZ",0.752648946687938,0.993269666732604
"2019-01-09","Central","UR",0.16079207517248,0.17361146515433
"2019-01-09","Central","ZG",0.885434039891813,1.42376356212116
"2019-01-09","Eastern","AI",0.041975434351098,0.0436747714806801
"2019-01-09","Eastern","AR",0.12357432491403,0.168275325759414
"2019-01-09","Eastern","GL",0.134717685027323,0.202059545877543
"2019-01-09","Eastern","GR",1.58326332694444,1.52273705204469
"2019-01-09","Eastern","SG",2.34986839054734,3.42389815519125
"2019-01-09","Eastern","SH",0.336686463238464,0.560260648317145
"2019-01-09","Eastern","TG",0.973501355924381,1.4673363691548
"2019-01-09","Espace Mittelland","BE",4.77588371220834,7.91138745742135
"2019-01-09","Espace Mittelland","FR",1.22269703547035,1.89983556533508
"2019-01-09","Espace Mittelland","JU",0.25841325388107,0.38658120686479
"2019-01-09","Espace Mittelland","NE",0.7939883212571,1.35381595145405
"2019-01-09","Espace Mittelland","SO",0.919591928479884,1.53035039742343
"2019-01-09","Lake Geneva","GE",4.32494347409066,6.51943680277561
"2019-01-09","Lake Geneva","VD",4.86997979806777,7.69454306672349
"2019-01-09","Lake Geneva","VS",2.32645409502415,2.73087979683244
"2019-01-09","Northwestern","AG",2.91703703385781,4.5997521584174
"2019-01-09","Northwestern","BL",1.05472722978133,1.72387891789891
"2019-01-09","Northwestern","BS",1.21466781700057,2.4424903524639
"2019-01-09","Ticino","TI",1.80247501326719,2.14006380255333
"2019-01-09","Zurich","ZH",10.0170921608664,19.1868879159215
"2019-01-10","9999","9999",0.0138559803307955,0.0434028662885825
"2019-01-10","Central","LU",2.22958637058814,3.38154892152204
"2019-01-10","Central","NW",0.228486622539867,0.280538181946719
"2019-01-10","Central","OW",0.153961824986133,0.198796683572372
"2019-01-10","Central","SZ",0.738322750083072,0.980082264915869
"2019-01-10","Central","UR",0.157790562221514,0.175548789648026
"2019-01-10","Central","ZG",0.865388544886203,1.40258894528656
"2019-01-10","Eastern","AI",0.03892443463723,0.0419073877320456
"2019-01-10","Eastern","AR",0.112889213713295,0.153422504641082
"2019-01-10","Eastern","GL",0.139988450164694,0.210930452769728
"2019-01-10","Eastern","GR",1.84971996746084,1.7570173631858
"2019-01-10","Eastern","SG",2.20145566975427,3.28587228205269
"2019-01-10","Eastern","SH",0.32516196067471,0.571884595279318
"2019-01-10","Eastern","TG",0.896101015997273,1.38053063657764
"2019-01-10","Espace Mittelland","BE",5.31178717322607,8.47273572650688
"2019-01-10","Espace Mittelland","FR",1.41136209027387,2.11419882115504
"2019-01-10","Espace Mittelland","JU",0.282987827395888,0.418122209148114
"2019-01-10","Espace Mittelland","NE",0.933699450531676,1.4829369295514
"2019-01-10","Espace Mittelland","SO",1.0122931666636,1.63095531849955
"2019-01-10","Lake Geneva","GE",4.71038299053846,7.00556929809714
"2019-01-10","Lake Geneva","VD",5.183593924523,8.0026116493701
"2019-01-10","Lake Geneva","VS",2.59649672643908,3.00237713114191
"2019-01-10","Northwestern","AG",2.88151282189417,4.53619431976458
"2019-01-10","Northwestern","BL",1.09608945041956,1.76789357086971
"2019-01-10","Northwestern","BS",1.30960428106042,2.57888479444987
"2019-01-10","Ticino","TI",1.92714062370716,2.32417760575243
"2019-01-10","Zurich","ZH",9.5438484654465,18.8300803275914
"2019-01-11","9999","9999",0.0148085016371143,0.0439126885237655
"2019-01-11","Central","LU",3.12834601269934,4.16905433413477
"2019-01-11","Central","NW",0.307703162301267,0.357963185396516
"2019-01-11","Central","OW",0.249286010412458,0.287641705090269
"2019-01-11","Central","SZ",1.11323018953187,1.34358551860137
"2019-01-11","Central","UR",0.226609242702661,0.245122530676004
"2019-01-11","Central","ZG",1.22448335997709,1.73672643822552
"2019-01-11","Eastern","AI",0.0706507049580673,0.0681802269184781
"2019-01-11","Eastern","AR",0.203279317861334,0.222724340476962
"2019-01-11","Eastern","GL",0.204247945763824,0.292535998548026
"2019-01-11","Eastern","GR",2.40493471254094,2.27237966665783
"2019-01-11","Eastern","SG",3.28960805352052,4.31350396743663
"2019-01-11","Eastern","SH",0.416616952448186,0.658622351558459
"2019-01-11","Eastern","TG",1.32539213658275,1.7943363508012
"2019-01-11","Espace Mittelland","BE",6.884250528145,10.0009448705425
"2019-01-11","Espace Mittelland","FR",1.86132111439616,2.5252175071596
"2019-01-11","Espace Mittelland","JU",0.366838962864122,0.491706551759532
"2019-01-11","Espace Mittelland","NE",1.1153468030347,1.67537782925849
"2019-01-11","Espace Mittelland","SO",1.2585808987588,1.87641773066567
"2019-01-11","Lake Geneva","GE",5.52937323681379,7.45315923243883
"2019-01-11","Lake Geneva","VD",6.50016955002216,9.37457727239666
"2019-01-11","Lake Geneva","VS",3.39735205365974,3.7301653659402
"2019-01-11","Northwestern","AG",3.8566557505089,5.51624259653144
"2019-01-11","Northwestern","BL",1.45053142114372,2.10451219868656
"2019-01-11","Northwestern","BS",1.51599053900186,2.76095930870824
"2019-01-11","Ticino","TI",1.95190618941952,2.39997117804964
"2019-01-11","Zurich","ZH",12.6582102011207,22.0051852320133
"2019-01-12","9999","9999",0.0137961748514067,0.0317789193264093
"2019-01-12","Central","LU",3.84834560449326,4.45360311766493
"2019-01-12","Central","NW",0.403019065342252,0.45370780116389
"2019-01-12","Central","OW",0.342978475858376,0.418869948426383
"2019-01-12","Central","SZ",1.44972542561152,1.63486395563595
"2019-01-12","Central","UR",0.253120547275587,0.268642329792448
"2019-01-12","Central","ZG",1.38286371810329,1.629425851794
"2019-01-12","Eastern","AI",0.081834548900979,0.078750541261273
"2019-01-12","Eastern","AR",0.197848101577617,0.230677567345818
"2019-01-12","Eastern","GL",0.259242784702111,0.340663217549305
"2019-01-12","Eastern","GR",3.12858221536436,2.89694589290606
"2019-01-12","Eastern","SG",4.2598650248444,4.87427443798896
"2019-01-12","Eastern","SH",0.532249601551672,0.743116890002794
"2019-01-12","Eastern","TG",1.6967962601776,2.11559233526454
"2019-01-12","Espace Mittelland","BE",7.89741288709475,10.3111886947259
"2019-01-12","Espace Mittelland","FR",1.95728434752878,2.49867276278107
"2019-01-12","Espace Mittelland","JU",0.42322458073185,0.527835954159504
"2019-01-12","Espace Mittelland","NE",1.44834946490719,1.87716546994394
"2019-01-12","Espace Mittelland","SO",1.71271685316255,2.2346868094033
"2019-01-12","Lake Geneva","GE",6.05250789903621,7.08513555493471
"2019-01-12","Lake Geneva","VD",8.44249988830528,10.3214871038766
"2019-01-12","Lake Geneva","VS",3.94410212260227,4.21099571001583
"2019-01-12","Northwestern","AG",5.58861186035153,6.67588425267878
"2019-01-12","Northwestern","BL",1.90142826191183,2.30538215934868
"2019-01-12","Northwestern","BS",1.97646144911661,2.80905253956051
"2019-01-12","Ticino","TI",2.55166566659964,2.79515138661452
"2019-01-12","Zurich","ZH",16.35707719861,21.6964028982374
"2019-01-13","9999","9999",0.0107222742441739,0.0234518228184197
"2019-01-13","Central","LU",0.65304149925006,1.13856900375977
"2019-01-13","Central","NW",0.0814596564207321,0.081605545778298
"2019-01-13","Central","OW",0.132412898862399,0.126164009133295
"2019-01-13","Central","SZ",0.270091832308271,0.374005591730275
"2019-01-13","Central","UR",0.104553844603584,0.0782747071751022
"2019-01-13","Central","ZG",0.17695008870513,0.333763623299828
"2019-01-13","Eastern","AI",0.0143783149341742,0.0106382906408194
"2019-01-13","Eastern","AR",0.0482312746809943,0.0574739599796343
"2019-01-13","Eastern","GL",0.0441496564452855,0.0938072912736787
"2019-01-13","Eastern","GR",1.40784665433358,1.05920667581628
"2019-01-13","Eastern","SG",0.542806114524431,0.997926043147275
"2019-01-13","Eastern","SH",0.083111939429706,0.179423438635417
"2019-01-13","Eastern","TG",0.199799427647621,0.357045505373186
"2019-01-13","Espace Mittelland","BE",1.61861954550444,2.61093561896838
"2019-01-13","Espace Mittelland","FR",0.362658132225302,0.691624844249307
"2019-01-13","Espace Mittelland","JU",0.0582933938633289,0.114472085873098
"2019-01-13","Espace Mittelland","NE",0.17337121321755,0.34752882364977
"2019-01-13","Espace Mittelland","SO",0.199693025429151,0.423560312990067
"2019-01-13","Lake Geneva","GE",1.30907128313067,2.32863005327302
"2019-01-13","Lake Geneva","VD",1.19482852793578,2.33032946072364
"2019-01-13","Lake Geneva","VS",1.26577354931701,1.37424282901038
"2019-01-13","Northwestern","AG",0.667617937456807,1.37138782449336
"2019-01-13","Northwestern","BL",0.244173906799637,0.522907672552734
"2019-01-13","Northwestern","BS",0.326697503168619,0.822037372009128
"2019-01-13","Ticino","TI",0.912222203264327,1.0367065211702
"2019-01-13","Zurich","ZH",2.86658538285397,6.20603208073409
"2019-01-14","9999","9999",0.013179064697205,0.03997006323835
"2019-01-14","Central","LU",2.28945373094772,3.27421434694151
"2019-01-14","Central","NW",0.204628391162469,0.275575912190937
"2019-01-14","Central","OW",0.136098344957371,0.187172736610199
"2019-01-14","Central","SZ",0.719434737029782,0.998911699468629
"2019-01-14","Central","UR",0.117527784181887,0.162429364129315
"2019-01-14","Central","ZG",0.803715080195596,1.38168623364405
"2019-01-14","Eastern","AI",0.0336091286720332,0.0417714351359968
"2019-01-14","Eastern","AR",0.113877609692,0.168717171696573
"2019-01-14","Eastern","GL",0.121158586113725,0.194616141243871
"2019-01-14","Eastern","GR",1.34960892279895,1.52467437653839
"2019-01-14","Eastern","SG",2.15567905129462,3.3892302431988
"2019-01-14","Eastern","SH",0.298787372242199,0.536434955859591
"2019-01-14","Eastern","TG",0.873350724984993,1.43185274158606
"2019-01-14","Espace Mittelland","BE",4.58234460090312,7.91679157311429
"2019-01-14","Espace Mittelland","FR",1.21310299049836,1.93980562857343
"2019-01-14","Espace Mittelland","JU",0.236355362451143,0.368295582696225
"2019-01-14","Espace Mittelland","NE",0.736663473059811,1.30701427026424
"2019-01-14","Espace Mittelland","SO",0.797663585696335,1.4617623127168
"2019-01-14","Lake Geneva","GE",4.21743518319777,6.61232641402596
"2019-01-14","Lake Geneva","VD",4.58046645352571,7.5644704204538
"2019-01-14","Lake Geneva","VS",2.10845941417956,2.64587543615292
"2019-01-14","Northwestern","AG",2.55490441604529,4.37509049344674
"2019-01-14","Northwestern","BL",0.989651310284913,1.69811590094766
"2019-01-14","Northwestern","BS",1.11783760413391,2.43548879376739
"2019-01-14","Ticino","TI",1.47443321825961,2.08731419528639
"2019-01-14","Zurich","ZH",9.08896354453073,19.0347569609429
"2019-01-15","9999","9999",0.0110857162777384,0.0377948217015691
"2019-01-15","Central","LU",2.59199340751889,3.28563436500961
"2019-01-15","Central","NW",0.209343758727466,0.279824430817463
"2019-01-15","Central","OW",0.1636136821826,0.210284677938496
"2019-01-15","Central","SZ",0.743430687049083,1.00438379145959
"2019-01-15","Central","UR",0.141563297765768,0.169940745061012
"2019-01-15","Central","ZG",0.855822519047597,1.38729427823107
"2019-01-15","Eastern","AI",0.0415491636695951,0.0464278115506685
"2019-01-15","Eastern","AR",0.120916019913862,0.171028365829403
"2019-01-15","Eastern","GL",0.131298775099431,0.205186455586666
"2019-01-15","Eastern","GR",1.485690949695,1.62500739242241
"2019-01-15","Eastern","SG",2.21240157623466,3.42875846049999
"2019-01-15","Eastern","SH",0.34576210920862,0.558357311972461
"2019-01-15","Eastern","TG",0.924974730990572,1.44140341145849
"2019-01-15","Espace Mittelland","BE",4.99241434927842,8.21755270372327
"2019-01-15","Espace Mittelland","FR",1.22981924855097,1.89449942594016
"2019-01-15","Espace Mittelland","JU",0.238300274078033,0.375671011031873
"2019-01-15","Espace Mittelland","NE",0.817447635362734,1.3522864847485
"2019-01-15","Espace Mittelland","SO",0.927536838924135,1.54958768976433
"2019-01-15","Lake Geneva","GE",4.25938191311173,6.55356090438386
"2019-01-15","Lake Geneva","VD",4.60449998560275,7.56861697463329
"2019-01-15","Lake Geneva","VS",2.13368107107666,2.72629139671579
